x_2018,y_2018,x_2019,y_2019,Fecha_2018,Fecha_2019,Real_2018,Prevista_2018,Programada_2018,Real_2019,Prevista_2019,Programada_2019,Mes,Dia,Temp_2018,Prec_2018,Prec_2019,Temp_2019
50,2,51,2,2018-05-12,2019-05-12,25338.0,25363.5625,25240.45833333333,22985.909722222223,23021.215277777777,22987.79166666667,5,12,13.453846153846156,1.9051282051282055,0.0,17.90769230769231
51,2,45,3,2018-05-13,2019-05-13,23331.0,23335.82638888889,23271.83333333333,27230.777777777777,27218.07638888889,27319.125,5,13,11.607894736842109,2.335897435897436,0.0,18.320512820512818
45,3,46,3,2018-05-14,2019-05-14,27553.0,27541.48611111111,27541.33333333333,28235.909722222223,28236.201388888887,28204.75,5,14,13.98205128205128,0.19487179487179487,0.0,18.82307692307693
46,3,47,3,2018-05-15,2019-05-15,27967.0,27959.465277777777,27946.16666666667,28163.902777777777,28205.43055555556,28249.70833333333,5,15,14.643589743589745,0.08974358974358974,0.021052631578947368,19.57027027027027
47,3,48,3,2018-05-16,2019-05-16,28544.0,28509.70833333333,28508.33333333333,28475.55555555556,28477.347222222223,28451.33333333333,5,16,16.134210526315794,0.0,3.660526315789474,17.66052631578947
48,3,49,3,2018-05-17,2019-05-17,28370.0,28357.55555555556,28370.95833333333,27788.63194444444,27833.74305555556,27764.45833333333,5,17,16.928947368421056,1.226315789473684,1.9666666666666668,13.689743589743589
49,3,50,3,2018-05-18,2019-05-18,28090.0,28192.75,28209.45833333333,24787.60416666667,24831.20833333333,24788.04166666667,5,18,16.934210526315788,1.7256410256410255,4.928205128205128,12.976923076923077
50,3,51,3,2018-05-19,2019-05-19,25280.0,25314.375,25270.0,22966.590277777777,23011.597222222223,22956.08333333333,5,19,17.4025641025641,1.0794871794871794,1.6461538461538459,13.823076923076924
51,3,45,4,2018-05-20,2019-05-20,23170.0,23192.5625,23162.95833333333,27211.52083333333,27238.45138888889,27209.70833333333,5,20,16.774358974358975,1.0487179487179488,0.005128205128205128,14.869230769230775
45,4,46,4,2018-05-21,2019-05-21,27061.0,27060.0625,27194.58333333333,28011.27083333333,28036.472222222223,28020.875,5,21,17.058974358974357,1.7076923076923083,0.4051282051282051,16.846153846153847
46,4,47,4,2018-05-22,2019-05-22,28206.0,28181.16666666667,28285.58333333333,28330.36805555556,28341.875,28389.41666666667,5,22,17.76923076923077,0.08205128205128205,0.0,18.13846153846154
47,4,48,4,2018-05-23,2019-05-23,28605.0,28599.22916666667,28624.25,28306.64583333333,28347.22916666667,28338.375,5,23,18.594594594594593,1.2,0.4102564102564102,18.943589743589744
48,4,49,4,2018-05-24,2019-05-24,28630.0,28644.43055555556,28624.79166666667,28086.98611111111,28071.94444444444,28062.75,5,24,18.686486486486487,8.033333333333331,0.9564102564102563,16.943589743589744
49,4,50,4,2018-05-25,2019-05-25,28384.0,28382.798611111113,28412.45833333333,25018.70833333333,25032.31944444444,24917.125,5,25,16.692307692307693,4.476923076923076,0.3333333333333333,16.85526315789474
50,4,51,4,2018-05-26,2019-05-26,25208.0,25239.98611111111,25216.41666666667,22801.70833333333,22814.18055555556,22762.16666666667,5,26,17.343589743589746,1.5282051282051283,0.39487179487179486,17.743589743589745
51,4,45,5,2018-05-27,2019-05-27,23074.0,23110.159722222223,23057.16666666667,27519.340277777777,27533.22916666667,27550.125,5,27,17.520512820512824,2.31578947368421,0.382051282051282,18.623684210526317
45,5,46,5,2018-05-28,2019-05-28,27499.0,27515.45138888889,27458.20833333333,28411.52083333333,28407.20833333333,28379.83333333333,5,28,16.697368421052634,3.865789473684211,0.34102564102564104,18.205128205128197
46,5,47,5,2018-05-29,2019-05-29,28270.0,28244.736111111113,28278.5,28352.18055555556,28364.49305555556,28330.125,5,29,16.71842105263158,2.5078947368421054,0.0,17.97692307692308
47,5,48,5,2018-05-30,2019-05-30,28042.0,28068.5,28114.33333333333,28185.638888888887,28221.222222222223,28206.0,5,30,16.52820512820513,1.3384615384615386,0.0,19.789743589743587
48,5,49,5,2018-05-31,2019-05-31,27776.0,27822.027777777777,27810.70833333333,28271.13194444444,28335.08333333333,28372.08333333333,5,31,17.182051282051283,0.9974358974358976,0.0,21.61794871794872
58,1,59,1,2018-06-01,2019-06-01,27820.0,27828.527777777777,27792.16666666667,25796.61111111111,25834.72916666667,25795.91666666667,6,1,17.528205128205126,2.2333333333333334,0.0,22.353846153846156
59,1,60,1,2018-06-02,2019-06-02,24964.0,24996.25,24954.20833333333,23886.24305555556,23888.60416666667,23859.04166666667,6,2,17.641025641025642,6.6512820512820525,0.22307692307692306,21.92820512820513
60,1,54,2,2018-06-03,2019-06-03,22747.0,22802.347222222223,22680.125,28605.576388888887,28579.06944444444,28432.875,6,3,17.400000000000002,2.653846153846154,0.3974358974358974,21.994871794871795
54,2,55,2,2018-06-04,2019-06-04,27395.0,27405.472222222223,27398.83333333333,29319.152777777777,29287.35416666667,29273.91666666667,6,4,16.035897435897443,4.412820512820512,3.074358974358974,19.607692307692307
55,2,56,2,2018-06-05,2019-06-05,28221.0,28172.31944444444,28217.33333333333,28695.36805555556,28667.263888888887,28717.41666666667,6,5,15.382051282051279,2.946153846153846,1.335897435897436,16.033333333333335
56,2,57,2,2018-06-06,2019-06-06,28147.0,28144.51388888889,28172.66666666667,28321.94444444444,28307.097222222223,28324.5,6,6,16.34102564102564,1.182051282051282,4.284615384615384,16.420512820512815
57,2,58,2,2018-06-07,2019-06-07,28015.0,28023.13888888889,27982.33333333333,28201.375,28231.298611111113,28234.125,6,7,17.278947368421058,2.5153846153846153,0.3282051282051282,16.207692307692298
58,2,59,2,2018-06-08,2019-06-08,28080.0,28078.14583333333,28038.58333333333,25395.0,25348.45833333333,25380.95833333333,6,8,17.59487179487179,3.2435897435897445,0.035897435897435895,17.028947368421047
59,2,60,2,2018-06-09,2019-06-09,25112.0,25152.55555555556,25137.08333333333,23369.68055555556,23390.777777777777,23365.91666666667,6,9,16.633333333333336,3.8615384615384616,0.2666666666666666,18.27948717948718
60,2,54,3,2018-06-10,2019-06-10,23175.0,23156.79861111111,23065.75,27138.38888888889,27129.20833333333,27130.875,6,10,16.93846153846153,4.625641025641025,1.035897435897436,17.37368421052632
54,3,55,3,2018-06-11,2019-06-11,27746.0,27738.347222222223,27719.875,28070.60416666667,28045.14583333333,28079.08333333333,6,11,17.182051282051283,2.325641025641026,1.2846153846153847,16.102631578947364
55,3,56,3,2018-06-12,2019-06-12,28677.0,28699.06944444444,28601.45833333333,28351.277777777777,28330.736111111113,28379.79166666667,6,12,18.23076923076923,1.7410256410256413,0.03157894736842106,15.962162162162162
56,3,57,3,2018-06-13,2019-06-13,28905.0,28902.61805555556,28899.41666666667,28517.861111111113,28518.298611111113,28550.83333333333,6,13,18.47368421052632,0.18205128205128204,0.6368421052631579,17.537837837837838
57,3,58,3,2018-06-14,2019-06-14,28947.0,28910.3125,28927.45833333333,28365.24305555556,28375.89583333333,28353.45833333333,6,14,19.10000000000001,0.035897435897435895,0.21351351351351353,17.429729729729726
58,3,59,3,2018-06-15,2019-06-15,28881.0,28903.14583333333,28914.20833333333,25522.35416666667,25526.97916666667,25501.20833333333,6,15,19.97435897435897,0.16666666666666666,0.0,17.759459459459457
59,3,60,3,2018-06-16,2019-06-16,26300.0,26270.82638888889,26230.29166666667,23547.534722222223,23584.82638888889,23489.95833333333,6,16,21.058974358974357,0.0717948717948718,0.0,18.927027027027027
60,3,54,4,2018-06-17,2019-06-17,24316.0,24331.375,24264.25,28051.57638888889,28076.38194444444,28084.95833333333,6,17,21.60263157894737,0.08717948717948718,0.3921052631578948,20.339473684210528
54,4,55,4,2018-06-18,2019-06-18,29177.0,29206.88194444444,29164.33333333333,29005.31944444444,29036.74305555556,29049.16666666667,6,18,21.856410256410257,0.08717948717948719,0.5657894736842105,20.978947368421053
55,4,56,4,2018-06-19,2019-06-19,30184.0,30150.513888888887,30228.58333333333,29224.236111111113,29225.86805555556,29297.5,6,19,22.38461538461539,0.01282051282051282,0.21842105263157896,20.41052631578947
56,4,57,4,2018-06-20,2019-06-20,30795.0,30799.375,30803.41666666667,28842.215277777777,28847.465277777777,28808.91666666667,6,20,23.46923076923077,1.1820512820512818,2.191891891891892,20.194736842105264
57,4,58,4,2018-06-21,2019-06-21,31189.0,31120.3125,31123.79166666667,28685.701388888887,28673.465277777777,28767.08333333333,6,21,23.510256410256414,1.3282051282051281,0.03513513513513514,19.789473684210527
58,4,59,4,2018-06-22,2019-06-22,31193.0,31193.701388888887,31167.79166666667,26311.63888888889,26333.20833333333,26274.75,6,22,23.443589743589744,0.0,0.8135135135135135,21.200000000000003
59,4,60,4,2018-06-23,2019-06-23,28063.0,28093.38194444444,27999.0,24397.097222222223,24418.58333333333,24416.58333333333,6,23,24.035897435897443,0.0,0.6378378378378379,22.31578947368421
60,4,54,5,2018-06-24,2019-06-24,25901.0,25889.63194444444,25872.66666666667,26907.465277777777,26889.75,26990.75,6,24,24.77631578947369,0.005128205128205128,0.6756756756756757,21.836842105263155
54,5,55,5,2018-06-25,2019-06-25,30840.0,30918.47916666667,30969.375,30188.85416666667,30129.18055555556,30142.875,6,25,24.063157894736836,0.03333333333333333,0.4108108108108108,22.53157894736842
55,5,56,5,2018-06-26,2019-06-26,31721.0,31752.388888888887,31744.91666666667,31300.64583333333,31271.64583333333,31294.25,6,26,23.43684210526316,0.8282051282051281,0.04054054054054054,24.639473684210525
56,5,57,5,2018-06-27,2019-06-27,31581.0,31528.263888888887,31628.58333333333,31948.576388888887,31941.00694444444,31999.875,6,27,22.571052631578947,0.4230769230769231,0.0,25.329729729729735
57,5,58,5,2018-06-28,2019-06-28,31209.0,31155.826388888887,31254.66666666667,32392.798611111113,32403.24305555556,32378.83333333333,6,28,22.249999999999996,0.8974358974358975,0.0,25.705405405405408
58,5,59,5,2018-06-29,2019-06-29,30627.0,30595.965277777777,30764.875,29579.75694444444,29540.6875,29585.29166666667,6,29,22.705263157894734,2.212820512820513,0.010810810810810811,26.0
59,5,60,5,2018-06-30,2019-06-30,27706.0,27723.22916666667,27629.5,27363.840277777777,27222.73611111111,27394.79166666667,6,30,21.826315789473686,3.9538461538461536,0.18378378378378377,24.73611111111111
15,8,9,8,2018-07-01,2019-07-01,25269.0,25315.034722222223,25275.54166666667,31579.81944444444,31715.340277777777,31639.79166666667,7,1,21.257894736842108,2.935897435897436,0.32432432432432434,23.51666666666667
9,9,10,8,2018-07-02,2019-07-02,29838.0,29939.798611111113,29927.54166666667,32019.548611111113,31990.625,31996.29166666667,7,2,20.900000000000002,0.3717948717948718,0.07027027027027027,23.297368421052635
10,9,11,8,2018-07-03,2019-07-03,31292.0,31271.861111111113,31388.16666666667,31972.076388888887,31961.715277777777,32020.66666666667,7,3,21.981578947368423,0.19487179487179487,1.5216216216216216,23.970270270270273
11,9,12,8,2018-07-04,2019-07-04,31016.0,31012.0625,31103.33333333333,31910.125,31920.902777777777,31931.33333333333,7,4,21.242105263157896,1.8205128205128205,0.9027027027027027,23.905405405405407
12,9,13,8,2018-07-05,2019-07-05,30843.0,30810.861111111113,30848.08333333333,31913.375,31941.60416666667,31962.54166666667,7,5,21.289473684210535,0.13846153846153847,0.002702702702702703,23.878947368421052
13,9,14,8,2018-07-06,2019-07-06,30697.0,30712.91666666667,30626.20833333333,28870.79166666667,28868.86805555556,28759.0,7,6,22.129729729729725,1.5078947368421052,0.11621621621621621,23.786842105263155
14,9,15,8,2018-07-07,2019-07-07,27744.0,27731.02083333333,27780.58333333333,26632.91666666667,26590.41666666667,26538.125,7,7,23.392105263157898,0.25897435897435894,1.0945945945945947,23.868421052631575
15,9,9,9,2018-07-08,2019-07-08,25619.0,25628.70138888889,25727.95833333333,30607.111111111113,30663.08333333333,30562.95833333333,7,8,24.257894736842108,1.2846153846153847,4.454054054054053,22.294594594594596
9,10,10,9,2018-07-09,2019-07-09,31473.0,31455.85416666667,31586.125,30392.423611111113,30409.93055555556,30454.125,7,9,24.61315789473684,0.0,0.2,21.763157894736846
10,10,11,9,2018-07-10,2019-07-10,32270.0,32319.44444444444,32321.54166666667,30985.25,31064.340277777777,30952.95833333333,7,10,24.44736842105263,0.010256410256410256,0.002702702702702703,23.09736842105264
11,10,12,9,2018-07-11,2019-07-11,32128.0,32133.70833333333,32124.33333333333,32303.090277777777,32206.326388888887,32293.16666666667,7,11,23.115789473684213,1.6846153846153846,0.0,25.04736842105263
12,10,13,9,2018-07-12,2019-07-12,31672.0,31650.138888888887,31693.33333333333,32627.94444444444,32631.25694444444,32655.5,7,12,22.902631578947364,2.4538461538461536,0.021621621621621623,26.08947368421052
13,10,14,9,2018-07-13,2019-07-13,31520.0,31514.840277777777,31528.75,28975.611111111113,28938.923611111113,28883.66666666667,7,13,23.508108108108114,1.4743589743589745,1.9702702702702701,25.007894736842108
14,10,15,9,2018-07-14,2019-07-14,28079.0,28084.24305555556,28085.83333333333,26059.409722222223,26061.35416666667,26067.08333333333,7,14,23.51842105263158,0.34871794871794864,0.1388888888888889,23.656756756756767
15,10,9,10,2018-07-15,2019-07-15,25542.0,25559.472222222223,25516.45833333333,31243.763888888887,31229.58333333333,31242.20833333333,7,15,22.17368421052631,0.8589743589743589,0.0,24.27837837837837
9,11,10,10,2018-07-16,2019-07-16,30261.0,30244.93055555556,30235.83333333333,31830.527777777777,31847.236111111113,31871.375,7,16,21.749999999999993,0.9307692307692307,0.09210526315789473,24.099999999999998
10,11,11,10,2018-07-17,2019-07-17,31497.0,31442.340277777777,31451.41666666667,31439.77083333333,31438.159722222223,31428.79166666667,7,17,22.997368421052624,0.035897435897435895,0.2512820512820513,23.27631578947368
11,11,12,10,2018-07-18,2019-07-18,31905.0,31902.83333333333,31889.79166666667,31679.4375,31631.611111111113,31549.54166666667,7,18,23.955263157894734,0.33589743589743587,0.0,23.702564102564104
12,11,13,10,2018-07-19,2019-07-19,32006.0,32005.222222222223,32047.5,32170.111111111113,32141.31944444444,32067.41666666667,7,19,23.310526315789474,1.6717948717948714,0.01282051282051282,25.317948717948717
13,11,14,10,2018-07-20,2019-07-20,31453.0,31454.111111111113,31439.08333333333,29253.361111111113,29230.02083333333,29242.45833333333,7,20,22.244736842105265,1.1025641025641026,0.010256410256410256,25.73333333333334
14,11,15,10,2018-07-21,2019-07-21,27596.0,27603.5,27664.375,27107.20138888889,27091.01388888889,27061.16666666667,7,21,21.60526315789474,0.37435897435897436,0.05263157894736842,25.917948717948715
15,11,9,11,2018-07-22,2019-07-22,25020.0,25023.94444444444,24960.20833333333,32846.40972222222,32845.819444444445,32827.083333333336,7,22,22.93947368421052,0.08717948717948718,0.527027027027027,27.135135135135133
9,12,10,11,2018-07-23,2019-07-23,30740.0,30744.652777777777,30721.20833333333,33837.20138888888,33835.40972222222,33881.291666666664,7,23,24.23157894736843,0.08717948717948719,1.0384615384615385,26.95897435897435
10,12,11,11,2018-07-24,2019-07-24,31824.0,31837.13194444444,31796.29166666667,33872.65277777778,33873.8125,33955.541666666664,7,24,24.065789473684212,0.02564102564102564,0.005128205128205128,26.476315789473684
11,12,12,11,2018-07-25,2019-07-25,31397.0,31396.951388888887,31320.08333333333,32864.48611111112,32827.46527777778,32806.625,7,25,24.294736842105266,0.002564102564102564,2.202564102564103,25.697435897435895
12,12,13,11,2018-07-26,2019-07-26,31817.0,31776.986111111113,31770.29166666667,31764.20833333333,31803.576388888887,31790.125,7,26,23.989473684210527,0.03333333333333333,2.85,22.884210526315794
13,12,14,11,2018-07-27,2019-07-27,31683.0,31717.597222222223,31668.875,27434.159722222223,27406.25,27422.33333333333,7,27,23.723684210526315,0.48205128205128217,3.3769230769230774,20.625641025641027
14,12,15,11,2018-07-28,2019-07-28,28387.0,28356.590277777777,28347.29166666667,24874.902777777777,24896.8125,24827.66666666667,7,28,23.436842105263164,0.1,0.2461538461538462,21.497435897435896
15,12,9,12,2018-07-29,2019-07-29,25869.0,25850.965277777777,25749.16666666667,29824.722222222223,29873.722222222223,29913.45833333333,7,29,23.018421052631577,0.06923076923076923,0.37435897435897436,22.235897435897435
9,13,10,12,2018-07-30,2019-07-30,30731.0,30752.79166666667,30732.875,30371.85416666667,30372.38194444444,30490.5,7,30,23.692105263157895,0.4923076923076923,0.01282051282051282,21.500000000000004
10,13,11,12,2018-07-31,2019-07-31,31542.0,31520.576388888887,31546.70833333333,29909.013888888887,29962.388888888887,29950.70833333333,7,31,24.11842105263158,0.22307692307692306,1.5025641025641026,22.602564102564106
20,8,21,8,2018-08-01,2019-08-01,32482.0,32401.19444444444,32447.375,30919.27083333333,30810.388888888887,30910.91666666667,8,1,25.576315789473686,0.002564102564102564,0.2641025641025641,23.917948717948722
21,8,22,8,2018-08-02,2019-08-02,33375.0,33379.145833333336,33430.0,30739.94444444444,30755.277777777777,30750.79166666667,8,2,27.465789473684218,0.0,0.0,24.435897435897434
22,8,23,8,2018-08-03,2019-08-03,33771.0,33782.020833333336,33818.5,27633.10416666667,27649.909722222223,27703.75,8,3,28.378947368421056,0.0,0.0,25.02564102564103
23,8,24,8,2018-08-04,2019-08-04,30024.0,30084.38194444444,30025.08333333333,25821.13888888889,25809.215277777777,25828.70833333333,8,4,27.53947368421053,0.0,0.007692307692307692,25.012820512820515
24,8,18,9,2018-08-05,2019-08-05,27818.0,27776.909722222223,27778.79166666667,30274.486111111113,30262.93055555556,30263.29166666667,8,5,27.423684210526318,0.046153846153846156,0.0,24.94102564102564
18,9,19,9,2018-08-06,2019-08-06,32701.0,32655.10416666667,32657.58333333333,31112.43055555556,31083.465277777777,31152.0,8,6,27.610526315789468,0.01794871794871795,0.28461538461538466,24.828205128205134
19,9,20,9,2018-08-07,2019-08-07,32797.0,32826.46527777778,32852.458333333336,30766.68055555556,30762.888888888887,30793.41666666667,8,7,24.873684210526314,0.24871794871794875,1.158974358974359,23.682051282051283
20,9,21,9,2018-08-08,2019-08-08,31984.0,32009.076388888887,32055.25,31323.159722222223,31325.47916666667,31303.16666666667,8,8,24.010526315789477,2.8205128205128207,2.1102564102564103,25.5025641025641
21,9,22,9,2018-08-09,2019-08-09,30966.0,30960.625,30908.625,31366.222222222223,31350.36805555556,30678.41666666667,8,9,21.984210526315792,0.14871794871794874,0.6282051282051282,24.33076923076923
22,9,23,9,2018-08-10,2019-08-10,29949.0,29939.43055555556,29843.54166666667,28125.75,28140.097222222223,28186.5,8,10,22.344736842105263,0.0641025641025641,1.558974358974359,23.610256410256408
23,9,24,9,2018-08-11,2019-08-11,27756.0,27781.04166666667,27782.5,25417.4375,25460.034722222223,25424.04166666667,8,11,24.442105263157895,0.29230769230769227,1.7410256410256413,21.82820512820513
24,9,18,10,2018-08-12,2019-08-12,26117.0,26110.47916666667,26045.375,27820.67361111111,27845.5625,27914.41666666667,8,12,24.557894736842105,1.1692307692307693,0.14210526315789473,20.36666666666667
18,10,19,10,2018-08-13,2019-08-13,29350.0,29385.215277777777,29441.45833333333,27881.26388888889,27886.38888888889,27908.95833333333,8,13,23.581578947368424,0.5974358974358974,0.0,21.35128205128205
19,10,20,10,2018-08-14,2019-08-14,29179.0,29243.00694444444,29128.625,28321.375,28314.22916666667,28353.70833333333,8,14,23.568421052631578,0.035897435897435895,0.3710526315789473,22.843589743589746
20,10,21,10,2018-08-15,2019-08-15,26095.0,26142.54861111111,26060.41666666667,25886.472222222223,25858.86111111111,25882.70833333333,8,15,23.847368421052625,0.08974358974358974,0.15,24.015384615384615
21,10,22,10,2018-08-16,2019-08-16,28626.0,28659.39583333333,28685.125,28084.6875,28006.597222222223,27976.375,8,16,23.69736842105263,2.3105263157894735,0.002631578947368421,24.761538461538468
22,10,23,10,2018-08-17,2019-08-17,28048.0,28056.17361111111,28059.54166666667,27058.36111111111,27093.13888888889,26971.83333333333,8,17,22.035135135135135,1.5102564102564102,1.068421052631579,25.353846153846145
23,10,24,10,2018-08-18,2019-08-18,25611.0,25664.01388888889,25542.875,25504.597222222223,25531.88194444444,25470.04166666667,8,18,22.30526315789473,0.03333333333333333,1.064102564102564,23.95384615384615
24,10,18,11,2018-08-19,2019-08-19,24384.0,24395.972222222223,24280.75,29255.35416666667,29219.409722222223,29186.125,8,19,23.713157894736845,0.08947368421052632,0.3621621621621622,22.494736842105258
18,11,19,11,2018-08-20,2019-08-20,29067.0,29018.9375,29011.16666666667,29192.722222222223,29221.590277777777,29169.45833333333,8,20,24.202631578947365,0.0,0.0846153846153846,22.455263157894734
19,11,20,11,2018-08-21,2019-08-21,30246.0,30256.11805555556,30212.79166666667,29069.55555555556,29060.79166666667,28989.70833333333,8,21,24.639473684210532,0.061538461538461535,0.47631578947368425,23.02307692307692
20,11,21,11,2018-08-22,2019-08-22,30664.0,30673.27083333333,30683.625,29323.55555555556,29385.263888888887,29388.33333333333,8,22,24.86315789473684,0.20256410256410254,0.002564102564102564,23.512820512820515
21,11,22,11,2018-08-23,2019-08-23,30614.0,30628.08333333333,30616.08333333333,29300.125,29394.31944444444,29372.54166666667,8,23,24.568421052631578,0.523076923076923,0.0,24.40512820512821
22,11,23,11,2018-08-24,2019-08-24,30308.0,30312.097222222223,30277.08333333333,26869.527777777777,26894.972222222223,26861.0,8,24,23.305263157894743,0.2564102564102564,0.12631578947368421,24.402564102564106
23,11,24,11,2018-08-25,2019-08-25,27155.0,27191.36805555556,27060.375,25083.49305555556,25077.72916666667,25086.125,8,25,22.792105263157897,0.005128205128205128,1.9179487179487182,23.951282051282053
24,11,18,12,2018-08-26,2019-08-26,25132.0,25142.902777777777,25016.58333333333,29561.625,29549.159722222223,29577.83333333333,8,26,23.123684210526307,0.002564102564102564,4.528947368421052,22.771794871794874
18,12,19,12,2018-08-27,2019-08-27,30841.0,30844.16666666667,30731.625,29503.5625,29474.5,29535.29166666667,8,27,24.581578947368417,0.32051282051282054,0.9384615384615383,21.928205128205125
19,12,20,12,2018-08-28,2019-08-28,31877.0,31936.66666666667,31836.08333333333,29907.298611111113,29910.847222222223,29920.5,8,28,24.863157894736844,0.6153846153846154,0.0,23.3025641025641
20,12,21,12,2018-08-29,2019-08-29,31643.0,31716.375,31591.91666666667,30575.375,30586.06944444444,30547.5,8,29,23.239473684210523,0.3871794871794872,0.25263157894736843,24.443589743589744
21,12,22,12,2018-08-30,2019-08-30,31618.0,31559.465277777777,31551.04166666667,30869.08333333333,30887.44444444444,30849.41666666667,8,30,23.147368421052633,0.7743589743589744,0.36052631578947364,24.943589743589744
22,12,23,12,2018-08-31,2019-08-31,31242.0,31267.777777777777,31183.375,27592.909722222223,27615.14583333333,27580.0,8,31,23.6945945945946,0.010256410256410256,0.12368421052631577,24.18421052631579
32,8,33,8,2018-09-01,2019-09-01,28071.0,28078.597222222223,27986.41666666667,25594.402777777777,25585.375,25596.29166666667,9,1,24.707894736842103,0.03684210526315789,0.8641025641025641,23.353846153846156
33,8,27,9,2018-09-02,2019-09-02,26406.0,26392.85416666667,26389.875,30134.513888888887,30133.33333333333,30109.33333333333,9,2,25.49210526315789,0.39459459459459456,0.7871794871794872,22.644736842105264
27,9,28,9,2018-09-03,2019-09-03,31136.0,31209.66666666667,31104.0,31417.763888888887,31359.486111111113,31379.95833333333,9,3,23.681081081081075,0.9500000000000001,0.0,23.325641025641026
28,9,29,9,2018-09-04,2019-09-04,31471.0,31427.16666666667,31480.54166666667,31650.4375,31633.222222222223,31607.79166666667,9,4,22.035135135135135,0.7236842105263158,0.2578947368421053,22.964102564102564
29,9,30,9,2018-09-05,2019-09-05,31137.0,31167.673611111113,31156.875,30731.79166666667,30771.673611111113,30690.79166666667,9,5,21.231578947368416,3.702631578947369,0.33076923076923076,21.174358974358984
30,9,31,9,2018-09-06,2019-09-06,30471.0,30444.61805555556,30423.29166666667,29624.6875,29638.14583333333,29684.70833333333,9,6,21.150000000000002,0.8615384615384616,1.230769230769231,20.251282051282057
31,9,32,9,2018-09-07,2019-09-07,29934.0,29992.965277777777,29955.95833333333,26386.472222222223,26424.82638888889,26393.0,9,7,21.37894736842105,1.2153846153846153,0.4230769230769231,20.43076923076923
32,9,33,9,2018-09-08,2019-09-08,26295.0,26293.60416666667,26328.0,24383.29861111111,24394.70833333333,24404.04166666667,9,8,20.978947368421053,4.915384615384615,3.2051282051282053,20.492307692307683
33,9,27,10,2018-09-09,2019-09-09,24275.0,24298.22916666667,24206.375,28493.16666666667,28514.58333333333,28445.625,9,9,20.93157894736843,1.9692307692307696,2.892105263157895,20.16153846153846
27,10,28,10,2018-09-10,2019-09-10,28380.0,28457.472222222223,28399.70833333333,28616.97916666667,28636.27083333333,28660.95833333333,9,10,21.48947368421053,0.05128205128205128,2.951351351351351,17.389189189189192
28,10,29,10,2018-09-11,2019-09-11,28806.0,28842.11805555556,28846.83333333333,27358.965277777777,27430.097222222223,27302.20833333333,9,11,22.489473684210523,1.2282051282051283,1.9657894736842103,18.310256410256407
29,10,30,10,2018-09-12,2019-09-12,30626.0,30602.93055555556,30604.08333333333,28205.33333333333,28224.159722222223,28289.16666666667,9,12,23.09473684210526,0.8473684210526317,6.476923076923076,19.6974358974359
30,10,31,10,2018-09-13,2019-09-13,30866.0,30850.27083333333,30884.54166666667,27764.034722222223,27779.527777777777,27808.04166666667,9,13,23.076315789473682,0.14210526315789473,6.930769230769229,20.246153846153845
31,10,32,10,2018-09-14,2019-09-14,30632.0,30664.89583333333,30638.41666666667,24992.11111111111,25003.50694444444,24926.0,9,14,22.760526315789473,1.7447368421052631,2.5052631578947366,20.850000000000005
32,10,33,10,2018-09-15,2019-09-15,26763.0,26750.375,26779.33333333333,23512.54166666667,23539.73611111111,23478.29166666667,9,15,22.136842105263156,1.7717948717948717,2.5763157894736843,21.45263157894737
33,10,27,11,2018-09-16,2019-09-16,24763.0,24770.715277777777,24748.25,28331.902777777777,28361.736111111113,28412.29166666667,9,16,22.313157894736843,0.09736842105263159,0.21052631578947367,21.778947368421058
27,11,28,11,2018-09-17,2019-09-17,29915.0,29948.236111111113,29945.95833333333,29247.97916666667,29247.70833333333,29248.95833333333,9,17,23.10540540540541,2.786486486486487,3.46578947368421,22.294871794871792
28,11,29,11,2018-09-18,2019-09-18,30550.0,30552.861111111113,30600.375,29311.638888888887,29361.18055555556,29312.45833333333,9,18,22.413513513513514,0.4837837837837837,0.06153846153846155,21.353846153846153
29,11,30,11,2018-09-19,2019-09-19,30913.0,30852.60416666667,30765.0,29430.798611111113,29431.06944444444,29334.5,9,19,22.38648648648648,0.21052631578947367,0.3282051282051282,21.34871794871795
30,11,31,11,2018-09-20,2019-09-20,31062.0,31097.18055555556,31071.25,29069.10416666667,29112.25694444444,29001.375,9,20,22.678378378378387,0.28378378378378377,3.302564102564103,21.320512820512818
31,11,32,11,2018-09-21,2019-09-21,30906.0,30904.29166666667,30831.91666666667,25786.9375,25793.19444444444,25747.04166666667,9,21,22.262162162162156,0.07894736842105264,5.644736842105263,19.889473684210525
32,11,33,11,2018-09-22,2019-09-22,27664.0,27682.74305555556,27655.58333333333,23616.31944444444,23668.82638888889,23584.5,9,22,23.302702702702703,0.002631578947368421,0.23421052631578948,18.93157894736842
33,11,27,12,2018-09-23,2019-09-23,25689.0,25708.99305555556,25677.20833333333,27644.07638888889,27667.11805555556,27684.875,9,23,23.61891891891891,0.7842105263157894,1.6921052631578946,18.45641025641026
27,12,28,12,2018-09-24,2019-09-24,30411.0,30419.576388888887,30389.04166666667,28608.93055555556,28604.152777777777,28576.5,9,24,21.84864864864865,0.018421052631578946,0.1868421052631579,20.00769230769231
28,12,29,12,2018-09-25,2019-09-25,30748.0,30715.638888888887,30713.75,29074.534722222223,29054.25694444444,29045.25,9,25,20.770270270270274,0.005263157894736842,0.0,19.471052631578946
29,12,30,12,2018-09-26,2019-09-26,30466.0,30537.18055555556,30502.125,29130.70833333333,29112.861111111113,29042.41666666667,9,26,21.71351351351351,0.8432432432432432,0.28684210526315784,20.18205128205128
